通稱,name,scientificName,chineseName,attribute,described,distribution
大瓜槌草,Sagina maxima,,,,,
仰臥漆姑草,Sagina procumbens,,,,,
臺灣冠果草,Sagittaria guayanensis subsp. lappula,,,,,
蒙特登慈菇;爆米花慈菇;美洲慈菇,Sagittaria montevidensis,,,,,
瓜皮草;線慈菇;矮慈姑,Sagittaria pygmaea,,,,,
慈姑,Sagittaria sagittifolia,,,,,
非洲堇,Saintpaulia ionantha,,,,,
褐毛柳;阿里山柳,Salix fulvopubescens,,,,,
薄葉柳,Salix fulvopubescens var. doii,,,,,
褐毛柳;阿里山柳,Salix fulvopubescens var. fulvopubescens,,,,,
白毛柳,Salix fulvopubescens var. tagawana,,,,,
水社柳,Salix kusanoi,,,,,
關山嶺柳,Salix okamotoana,,,,,
垂柳,Salix pendulina,,,,,
臺灣山柳,Salix taiwanalpina,,,,,
玉山柳,Salix taiwanalpina var. morrisonicola,,,,,
臺灣山柳,Salix taiwanalpina var. taiwanalpina,,,,,
高山柳,Salix taiwanalpina var. takasagoalpina,,,,,
水柳,Salix warburgii,,,,,
齒果草,Salomonia oblongifolia,,,,,
阿里山紫花鼠尾草;阿里山紫參;阿里山紫緣花鼠尾草,Salvia arisanensis,,,,,
,Salvia bowleyana,,,,,
紅花鼠尾草,Salvia coccinea,,,,,
粉萼鼠尾草,Salvia farinacea,,,,,
臺灣紫花鼠尾草,Salvia formosana var. formosana,,,,,
蕨葉紫花鼠尾草,Salvia formosana var. matsudae,,,,,
早田氏鼠尾草;羽葉紫參;白花鼠尾草,Salvia hayatana,,,,,
日本紫花鼠尾草;南丹參,Salvia japonica,,,,,
隱藥鼠尾草;溪頭紫參,Salvia keitaoensis,,,,,
琴葉鼠尾草,Salvia lyrata,,,,,
丹參,Salvia miltiorrhiza,,,,,
黃花鼠尾草;臺灣日紫參,Salvia nipponica var. formosana,,,,,
腺萼鼠尾草,Salvia occidentalis,,,,,
,Salvia officinalis,,,,,
節毛鼠尾草;賴斷頭草;薺薴蛤蟆草,Salvia plebeia,,,,,
卵葉鼠尾草;菌柱紫參,Salvia scapiformis,,,,,
一串紅,Salvia splendens,,,,,
田代氏鼠尾草,Salvia tashiroi,,,,,
雨豆樹,Samanea saman,,,,,
冇骨消;接骨草,Sambucus chinensis,,,,,
,Sambucus williamsii,,,,,
金葉木,Sanchezia nobilis,,,,,
宮燈百合,Sandersonia aurantiaca,,,,,
山陀兒,Sandoricum indicum,,,,,
臺灣地榆,Sanguisorba officinalis var. longifolia,,,,,
三葉山芹菜,Sanicula lamelligera,,,,,
五葉山芹菜,Sanicula petagnioides,,,,,
棒葉虎尾蘭,Sansevieria cylindrica,,,,,
虎尾蘭,Sansevieria trifasciata,,,,,
無患子,Sapindus mukorossi,,,,,
毛瓣無患子,Sapindus rarak,,,,,
白臼,Sapium discolor,,,,,
草珊瑚;接骨蓮;紅果金粟蘭,Sarcandra glabra,,,,,
柳狀野扇花,Sarcococca saligna,,,,,
,Sarcophyton buitendijki,,,,,
,Sarcophyton cinereum,,,,,
角棘肉質軟珊瑚,Sarcophyton cornispiculatum,,,,,
肥厚肉質軟珊瑚,Sarcophyton crassocaule,,,,,
杯形肉質軟珊瑚,Sarcophyton ehrenbergi,,,,,
,Sarcophyton elegans,,,,,
藍綠肉質軟珊瑚,Sarcophyton glaucum,,,,,
,Sarcophyton infundibuliforme,,,,,
,Sarcophyton nanwanensis,,,,,
星形肉質軟珊瑚,Sarcophyton stellatum,,,,,
臺灣肉蘭,Sarcophyton taiwanianum,,,,,
,Sarcophyton tenuispiculatum,,,,,
,Sarcophyton tomulosum,,,,,
花環肉質軟珊瑚,Sarcophyton trocheliophorum,,,,,
肉穗野牡丹,Sarcopyramis napalensis var. bodinieri,,,,,
東方肉穗野牡丹,Sarcopyramis napalensis var. delicata,,,,,
臺灣?樹,Sassafras randaiense,,,,,
水冬哥;水冬瓜,Saurauia tristyla var. oldhamii,,,,,
三白草,Saururus chinensis,,,,,
臺灣青木香,Saussurea deltoidea,,,,,
高山青木香;腺毛青木香,Saussurea glandulosa,,,,,
鳳毛菊;玉簪,Saussurea japonica,,,,,
關山青木香,Saussurea kanzanensis,,,,,
奇萊青木香,Saussurea kiraisanensis,,,,,
虎耳草,Saxifraga stolonifera,,,,,
松蟲草,Scabiosa atropurpurea,,,,,
玉山山蘿蔔,Scabiosa lacerifolia,,,,,
紫扇花,Scaevola aemula,,,,,
海南草海桐,Scaevola hainanensis,,,,,
草海桐;水草,Scaevola sericea,,,,,
鵝掌蘗;九筆榕;狗腳蹄;鵝掌藤,Schefflera arboricola,,,,,
星毛鴨腳木;小星鴨腳木,Schefflera minutistellata,,,,,
鵝掌柴;鴨腳木;江某;八葉五加;鴨母樹;鴨麻爪,Schefflera octophylla,,,,,
鵝掌藤;密脈鵝掌柴,Schefflera odorata,,,,,
臺灣鵝掌柴,Schefflera taiwaniana,,,,,
木荷,Schima superba,,,,,
港口木荷,Schima superba var. kankaoensis,,,,,
巴西胡椒木,Schinus terebinthifolius,,,,,
阿里山五味子,Schisandra arisanensis,,,,,
蘭嶼芋,Schismatoglottis kotoensis,,,,,
裂稃草,Schizachyrium brevifolium,,,,,
斜鬚裂稃草;尖葉裂稃草,Schizachyrium fragile,,,,,
尖葉裂稃草,Schizachyrium fragile var. shimadae,,,,,
紅裂稃草,Schizachyrium sanguineum,,,,,
圓葉鑽地風,Schizophragma integrifolium var. fauriei,,,,,
短枝黃金竹;黃金莎勒竹,Schizostachyum brachycladum,,,,,
莎勒竹,Schizostachyum diffusum,,,,,
螢藺;大井氏水莞,Schoenoplectus juncoides,,,,,
匍伏莞草;蘭嶼莞,Schoenoplectus lineolatus,,,,,
水毛花,Schoenoplectus mucronatus subsp. robustus,,,,,
小水莞,Schoenoplectus supinus subsp. lateriflorus,,,,,
蒲;席草;大甲草;薦草,Schoenoplectus triqueter,,,,,
莞;大水莞;水蔥,Schoenoplectus validus,,,,,
豬毛草;臺灣水莞,Schoenoplectus wallichii,,,,,
蘆蘭;羞花蘭,Schoenorchis vanoverberghii,,,,,
矮赤箭莎,Schoenus apogon,,,,,
赤箭莎,Schoenus falcatus,,,,,
青皮木;幌幌木;鐵青樹,Schoepfia jasminodora,,,,,
蘭嶼霉草,Sciaphila arfakiana,,,,,
斑點霉草,Sciaphila maculata,,,,,
多枝霉草,Sciaphila ramosa,,,,,
錫蘭霉草,Sciaphila secundiflora,,,,,
綿棗兒;地棗兒,Scilla sinensis,,,,,
大莞草;百穗藨草,Scirpus ternatanus,,,,,
二花珍珠茅,Scleria biflora,,,,,
光果珍珠茅,Scleria laeviformis,,,,,
毛果珍珠茅,Scleria levis,,,,,
石果珍珠茅,Scleria lithosperma,,,,,
皺果珍珠茅,Scleria rugosa,,,,,
輪葉珍珠茅;華珍珠茅,Scleria scrobiculata,,,,,
印尼珍珠茅,Scleria sumatrensis,,,,,
陸生珍珠茅;光果珍珠茅,Scleria terrestris,,,,,
莿柊;土烏藥,Scolopia chinensis,,,,,
魯花樹,Scolopia oldhamii,,,,,
甜珠草;野甘草,Scoparia dulcis,,,,,
,Scoparia subgracilis,,,,,
,Scoparia taiwanensis,,,,,
野甘草;金荔枝;珠仔草;鈕吊金英,Scopia dulcis,,,,,
,Scrophularia formosana,,,,,
雙鋸齒玄參;雙鋸葉玄參,Scrophularia yoshimurae,,,,,
木蘭桑寄生,Scurrula limprichtii,,,,,
大葉桑寄生,Scurrula liquidambaricolus,,,,,
南臺灣黃芩,Scutellaria austrotaiwanensis,,,,,
向天盞,Scutellaria barbata,,,,,
長?黃芩,Scutellaria hsiehii,,,,,
印度黃芩;耳挖草;立浪草,Scutellaria indica,,,,,
布烈氏黃芩,Scutellaria playfairi,,,,,
臺北黃芩,Scutellaria taipeiensis,,,,,
臺灣黃芩,Scutellaria taiwanensis,,,,,
田代氏黃芩,Scutellaria tashiroi,,,,,
黑麥,Secale cereale,,,,,
佛手瓜,Sechium edule,,,,,
星果佛甲草,Sedum actinocarpum,,,,,
珠芽佛甲草,Sedum bulbiferum,,,,,
杉葉佛甲草,Sedum cryptomerioides,,,,,
大葉火焰草,Sedum drymarioides,,,,,
紅子佛甲草,Sedum erythrospermum,,,,,
臺灣佛甲草,Sedum formosanum,,,,,
,Sedum lineare,,,,,
松葉佛甲草,Sedum mexicanum,,,,,
小萼佛甲草,Sedum microsepalum,,,,,
玉山佛甲草;日本景天,Sedum morrisonense,,,,,
能高佛甲草,Sedum nokoense,,,,,
尖萼佛甲草,Sedum parvisepalum,,,,,
垂盆草,Sedum sarmentosum,,,,,
石碇佛甲草,Sedum sekiteiense,,,,,
火焰草,Sedum stellariaiifolium,,,,,
太魯閣佛甲草,Sedum tarokoense,,,,,
等萼佛甲草,Sedum triangulisepalum,,,,,
截柱佛甲草,Sedum truncatistigmum,,,,,
疏花佛甲草,Sedum uniflorum,,,,,
,Selenicereus grandiflorus,,,,,
鈍葉大果漆,Semecarpus cuneiformis,,,,,
臺東漆樹,Semecarpus gigantifolia,,,,,
天葵,Semiaquilegia adoxoides,,,,,
天葵,Semiaqulegia adoxoides,,,,,
業平竹,Semiarundinaria fastuosa,,,,,
小蔓黃菀,Senecio crataegifolius,,,,,
瓜葉菊,Senecio cruentus,,,,,
窄葉黃菀,Senecio inaequidens,,,,,
關山千里光,Senecio kuanshanensis,,,,,
玉山黃菀,Senecio morrisonensis,,,,,
黃菀,Senecio nemorensis var. dentatus,,,,,
裂葉蔓黃菀,Senecio scandens var. incisus,,,,,
蔓黃菀,Senecio scandens var. scandens,,,,,
臺東黃菀,Senecio taitungensis,,,,,
太魯閣千里光,Senecio tarokoensis,,,,,
歐洲黃菀,Senecio vulgaris,,,,,
翼柄決明,Senna alata,,,,,
毛決明,Senna hirsuta,,,,,
望江南,Senna occidentalis,,,,,
鐵刀木,Senna siamea,,,,,
黃槐,Senna sulfurea,,,,,
決明,Senna tora,,,,,
大花黃槐,Senna × floribunda,,,,,
六月雪;滿天星,Serissa serissoides,,,,,
胡麻,Sesamum indicum,,,,,
田菁,Sesbania cannabiana,,,,,
大花田菁,Sesbania grandiflora,,,,,
印度田菁,Sesbania sesban,,,,,
海馬齒,Sesuvium portulacastrum,,,,,
柔毛狗尾草,Setaria barbata,,,,,
法氏狗尾草;大狗尾草,Setaria faberi,,,,,
小米;粱,Setaria italica,,,,,
褐毛狗尾草,Setaria pallidefusca,,,,,
棕葉狗尾草,Setaria palmifolia,,,,,
莠狗尾草,Setaria parviflora,,,,,
皺葉狗尾草,Setaria plicata,,,,,
金色狗尾草,Setaria pumila,,,,,
南非鴿草,Setaria sphacelata,,,,,
倒刺狗尾草,Setaria verticillata,,,,,
狗尾草,Setaria viridis,,,,,
烏柑仔,Severinia buxifolia,,,,,
雪亞迪草,Sherardia arvensis,,,,,
崗姬竹;日本矮竹;五葉竹,Shibataea kumasasa,,,,,
李棟山裂緣花,Shortia rotundifolia var. ritoensis,,,,,
倒卵葉裂緣花,Shortia rotundifolia var. rotundifolia,,,,,
圓葉裂緣花,Shortia rotundifolia var. subcordata,,,,,
高山裂緣花,Shortia rotundifolia var. transalpina,,,,,
五蕊莓,Sibbaldia procumbens,,,,,
刺果瓜,Sicyos angulatus,,,,,
細葉金午時花,Sida acuta,,,,,
圓葉金午時花,Sida cordifolia,,,,,
爪哇金午時花,Sida javensis,,,,,
短柄爪哇金午時花,Sida javensis subsp. expilosa,,,,,
薄葉金午時花,Sida mysorensis,,,,,
金午時花,Sida rhombifolia,,,,,
恆春金午時花,Sida rhombifolia subsp. insularis,,,,,
單芒金午時花,Sida rhombifolia var. maderensis,,,,,
擬金午時花,Sida rhomboidea,,,,,
刺金午時花,Sida spinosa,,,,,
澎湖金午時花,Sida veronicifolia,,,,,
豨薟,Sigesbeckia orientalis,,,,,
女婁菜;桃色女婁菜,Silene aprica,,,,,
,Silene firma,,,,,
蠅子草,Silene fissipetala var. fissipetala,,,,,
基隆蠅子草,Silene fissipetala var. kiruniinsularis,,,,,
匙葉麥瓶草,Silene gallica,,,,,
南湖大山蠅子草,Silene glabella,,,,,
臺灣蠅子草,Silene morii,,,,,
玉山蠅子草,Silene morrison-montana,,,,,
高山蠅子草;高山女婁草,Silene transalpina,,,,,
水冬瓜,Sinoadina racemosa,,,,,
臺灣矢竹,Sinobambusa kunishii,,,,,
唐竹;疏節竹;苦竹,Sinobambusa tootsik,,,,,
漢防己,Sinomenium acutum,,,,,
華參,Sinopanax formosana,,,,,
陰行草,Siphonostegia chinensis,,,,,
臺灣羅漢果,Siraitia taiwaniana,,,,,
抪娘蒿,Sisymbrium irio,,,,,
戟葉抪娘蒿,Sisymbrium orientale,,,,,
庭菖蒲,Sisyrinchium atlanticum,,,,,
黃花庭石菖,Sisyrinchium exile,,,,,
鳶尾葉庭菖蒲,Sisyrinchium iridifolium,,,,,
細葉零餘子,Sium suave,,,,,
阿里山茵芋,Skimmia arisanensis,,,,,
顯脈茵芋,Skimmia japonica var. distincte-venulosa,,,,,
深紅茵芋,Skimmia japonica subsp. distincte-venulosa var. orthoclada,,,,,
猴歡喜,Sloanea formosana,,,,,
鹿藥,Smilacina japonica,,,,,
阿里山菝?,Smilax arisanensis,,,,,
平柄菝?,Smilax bockii,,,,,
假菝?;圓錐菝?;狹瓣菝?,Smilax bracteata var. bracteata,,,,,
糙莖菝?;疣枝菝?,Smilax bracteata var. verruculosa,,,,,
菝?;大溪菝?,Smilax china,,,,,
裡白菝?;筐條菝?,Smilax corbularia,,,,,
宜蘭菝?;托柄菝?,Smilax discotis,,,,,
細葉菝?;和社菝?,Smilax elongato-umbellata,,,,,
,Smilax gaudichaudiana,,,,,
光滑菝?;光葉菝?;冷飯藤;禹餘糧,Smilax glabra,,,,,
,Smilax glaucochina,,,,,
早田氏菝?;菱葉菝?,Smilax hayatae,,,,,
密刺菝?;刺枝菝?,Smilax horridiramula,,,,,
臺灣菝?;馬甲菝?;臺灣土茯苓,Smilax lanceifolia,,,,,
呂氏菝?,Smilax luei,,,,,
巒大菝?;防己葉菝?,Smilax menispermoidea,,,,,
南投菝?,Smilax nantoensis,,,,,
日本菝?;白背牛尾菜;七星牛尾菜;日本山馬薯,Smilax nipponica,,,,,
耳葉菝?;抱莖菝?;穿鞘菝?;短梗菝?,Smilax ocreata,,,,,
糙莖菝?,Smilax odoratissima,,,,,
烏蘇里山馬薯;牛尾菜;大武牛尾菜,Smilax riparia,,,,,
臺中假土茯苓,Smilax seisuiensis,,,,,
短柱土茯苓,Smilax septemnervia,,,,,
臺灣山馬薯;山何首烏,Smilax sieboldii,,,,,
玉山菝?;鞘柄菝?;薄葉菝?,Smilax vaginata,,,,,
薄萼坡油甘,Smithia ciliata,,,,,
坡油甘,Smithia sensitiva,,,,,
光果龍葵,Solanum americanum,,,,,
刺茄;牛茄子;喀西茄,Solanum capsicoides,,,,,
瑪瑙珠;黃果龍葵,Solanum diphyllum,,,,,
銀葉茄,Solanum elaeagnifolium,,,,,
山煙草;假煙葉樹,Solanum erianthum,,,,,
羊不食;毛茄,Solanum lasiocarpum,,,,,
呂宋茄,Solanum luzoniense,,,,,
白英,Solanum lyratum,,,,,
毛柱萬桃花;山茄,Solanum macaonense,,,,,
五指茄,Solanum mammosum,,,,,
野煙樹,Solanum mauritianum,,,,,
茄,Solanum melongena,,,,,
茄子,Solanum melongena var. esculentum,,,,,
宮古茄,Solanum miyakojimense,,,,,
香瓜茄,Solanum muricatum,,,,,
龍葵;紅果龍葵,Solanum nigrum,,,,,
白狗大山茄,Solanum peikuoensis,,,,,
玉山茄;海桐葉白英;野海茄,Solanum pittosporifolium,,,,,
珊瑚櫻;玉珊瑚,Solanum pseudocapsicum,,,,,
壺萼刺茄,Solanum rostratum,,,,,
木龍葵,Solanum scabrum,,,,,
星茄;南青杞,Solanum seaforthianum,,,,,
擬刺茄;二裂星毛刺茄;蒜介茄,Solanum sisymbriifolium,,,,,
萬桃花水茄;水茄,Solanum torvum,,,,,
馬鈴薯,Solanum tuberosum,,,,,
黃水茄;野茄,Solanum undatum,,,,,
毛果茄,Solanum viarum,,,,,
印度茄;南天茄,Solanum violaceum,,,,,
茅瓜,Solena amplexicaulis,,,,,
彩葉草,Solenostemon scutellarioides,,,,,
北美一枝黃花,Solidago altissima,,,,,
一枝黃花;一枝蒿;百根草;千根?;金鎖;黃花草,Solidago decurrens,,,,,
一枝黃花,Solidago virgaurea var. leiocarpa,,,,,
假吐金菊,Soliva anthemifolia,,,,,
翅果假吐金菊,Soliva pterosperma,,,,,
苦苣菜,Sonchus arvensis,,,,,
鬼苦苣菜,Sonchus asper,,,,,
苦滇菜;苦菜,Sonchus oleraceus,,,,,
三蕊草,Sonerila erecta,,,,,
苦參,Sophora flavescens,,,,,
毛苦參,Sophora tomentosa,,,,,
巒大花楸,Sorbus randaiensis,,,,,
蜀黍;高粱,Sorghum bicolor,,,,,
葦狀高粱,Sorghum bicolor subsp. arundinaceum,,,,,
詹森草;石茅,Sorghum halepense,,,,,
小光高梁,Sorghum nitidum f. aristatum,,,,,
光高梁,Sorghum nitidum f. nitidum,,,,,
擬高梁,Sorghum propinquum,,,,,
蘇丹草,Sorghum sudanense,,,,,
東亞黑三稜;穗狀黑三棱;雲南黑三棱,Sparganium fallax,,,,,
互花米草,Spartina alterniflora,,,,,
白鶴芋,Spathiphyllum kochii,,,,,
火焰木,Spathodea campanulata,,,,,
紫苞舌蘭,Spathoglottis plicata,,,,,
大爪草,Spergula arvensis,,,,,
,Spergularia marina,,,,,
擬漆姑;牛漆姑草,Spergularia salina,,,,,
鴨舌?舅;糙葉豐花草,Spermacoce articularis,,,,,
光葉鴨舌?舅,Spermacoce assurgens,,,,,
闊葉鴨舌?舅;闊葉豐花草,Spermacoce latifolia,,,,,
蔓鴨舌?舅;二萼豐花草,Spermacoce mauritiana,,,,,
小鴨舌?舅,Spermacoce pusilla,,,,,
戴星草,Sphaeranthus africanus,,,,,
桴藎;稗藎,Sphaerocaryum malaccense,,,,,
尖瓣花,Sphenoclea zeylanica,,,,,
爪楔翅藤;楔翅藤,Sphenodesme involucrata,,,,,
金紐扣,Spilanthes acmella,,,,,
菠菜,Spinacia oleracea,,,,,
濱刺草;老鼠?,Spinifex littoreus,,,,,
繡球繡線菊,Spiraea blumei,,,,,
臺灣繡線菊,Spiraea formosana,,,,,
假繡線菊,Spiraea hayatana,,,,,
玉山繡線菊,Spiraea morrisonicola,,,,,
笑靨花,Spiraea prunifolia var. pseudoprunifolia,,,,,
太魯閣繡線菊,Spiraea tarokoensis,,,,,
塔塔加繡線菊,Spiraea tatakaensis,,,,,
香港綬草,Spiranthes hongkongensis,,,,,
義富綬草,Spiranthes nivea,,,,,
綬草,Spiranthes sinensis,,,,,
水萍,Spirodela polyrhiza,,,,,
紫萍;斑萍;少根紫萍,Spirodela punctata,,,,,
臺南大油芒,Spodiopogon tainanensis,,,,,
太平洋桲,Spondias cythera,,,,,
黃酸棗,Spondias lutea,,,,,
雙蕊尾鼠尾栗,Sporobolus diandrus,,,,,
韓氏鼠尾粟;廣州鼠尾粟,Sporobolus hancei,,,,,
雙蕊鼠尾粟,Sporobolus indicus var. flaccidus,,,,,
鼠尾粟,Sporobolus indicus var. major,,,,,
熱帶鼠尾粟,Sporobolus tenuissimus,,,,,
鹽地鼠尾粟,Sporobolus virginicus,,,,,
草石蠶;甘露子,Stachys affinis,,,,,
田野水蘇,Stachys arvensis,,,,,
長葉水蘇,Stachys oblongifolia,,,,,
藍蝶猿尾木,Stachytarpheta cayennensis,,,,,
牙買加長穗木;長穗木;木馬鞭,Stachytarpheta jamaicensis,,,,,
長穗木,Stachytarpheta urticaefolia,,,,,
通條樹,Stachyurus himalaicus,,,,,
鈍藥野木瓜;圓葉野木瓜,Stauntonia obovata,,,,,
石月;橢圓葉石月,Stauntonia obovatifoliola,,,,,
紫花野木瓜,Stauntonia purpurea,,,,,
豹紋蘭,Staurochilus luchuensis,,,,,
哈哼花,Staurogyne concinnula,,,,,
菲律賓哈哼花,Staurogyne debilis,,,,,
天蓬草;雀舌草,Stellaria alsine,,,,,
鵝兒腸;鵝腸菜,Stellaria aquatica,,,,,
阿里山繁縷,Stellaria arisanensis,,,,,
中華綴殼螺,Stellaria chinensis,,,,,
大綴殼螺,Stellaria gigantea,,,,,
繁縷,Stellaria media,,,,,
小花繁縷;小葉繁縷,Stellaria media var. micrantha,,,,,
賽繁縷,Stellaria media var. procera,,,,,
獨子繁縷,Stellaria monosperma var. japonica,,,,,
疏花繁縷,Stellaria neglecta,,,,,
網脈繁縷,Stellaria reticulivena,,,,,
扶輪螺,Stellaria solaris,,,,,
矮瑞香,Stellera formosana,,,,,
??孿生花,Stemodia verticillata,,,,,
百部,Stemona tuberosa,,,,,
奧古斯丁草,Stenotaphrum secundatum,,,,,
冠蕊木,Stephanandra incisa,,,,,
大還魂;玉笑葛藤,Stephania cephalantha,,,,,
毛千金藤,Stephania japonica var. hispidula,,,,,
千金藤,Stephania japonica var. japonica,,,,,
蘭嶼千金藤,Stephania merrillii,,,,,
石蟾蜍,Stephania tetrandra,,,,,
蘭嶼蘋婆,Sterculia ceramica,,,,,
蘋婆,Sterculia nobilis,,,,,
肉藥蘭,Stereosandra javanica,,,,,
甜菊,Stevia rebaudiana,,,,,
大萼旋花,Stictocardia tiliifolia,,,,,
施丁草,Stimpsonia chamaedryoides,,,,,
天堂鳥蕉;極樂鳥花;天堂鳥花;望鶴蘭,Strelitzia reginae,,,,,
黃麗鳥蕉;黃蠍尾蕉;黃鳥蕉;鸚黃鳥蕉,Strelitzia subulata,,,,,
獨腳金,Striga lutea,,,,,
高雄獨腳金,Striga masuria,,,,,
馬藍,Strobilanthes cusia,,,,,
曲莖馬藍,Strobilanthes flexicaulis,,,,,
臺灣馬藍,Strobilanthes formosanus,,,,,
蘭嶼馬蘭,Strobilanthes lanyuensis,,,,,
長穗馬藍,Strobilanthes longespicatus,,,,,
腺萼馬藍,Strobilanthes penstemonoides,,,,,
蘭崁馬藍,Strobilanthes rankanensis,,,,,
翅柄馬藍,Strobilanthes wallichii,,,,,
紅裏蕉;紫背竹芋,Stromanthe sanguinea,,,,,
羊角拗;羊角扭;貓屎殼;羊角藤,Strophanthus divaricatus,,,,,
臺灣馬錢;華馬錢,Strychnos cathayensis,,,,,
狹葉花柱草;柔絲滴草,Stylidium tenellum,,,,,
筆花豆,Stylosanthes guianensis,,,,,
烏皮九芎;奮起湖野茉莉,Styrax formosana var. formosana,,,,,
恒春野茉莉;早田氏紅皮,Styrax formosana var. hayataiana,,,,,
蘭嶼野茉莉;蘭嶼安息香,Styrax japonica var. kotoensis,,,,,
臺灣野茉莉,Styrax matsumuraei,,,,,
紅皮;赤仔尾;葉下白,Styrax suberifolia,,,,,
裸花鹼蓬,Suaeda maritima,,,,,
綠花寶石蘭,Sunipia andersonii,,,,,
白樹仔;臺灣白樹,Suregada aequorea,,,,,
海人樹,Surianamaritima,,,,,
琉球鈴木草,Suzukia luchuensis,,,,,
鈴木草;假馬蹄草,Suzukia shikikunensis,,,,,
阿里山當藥,Swertia arisanensis,,,,,
大漢山當藥,Swertia changii,,,,,
大籽當藥;巒大當藥,Swertia macrosperma,,,,,
新店當藥,Swertia shintenensis,,,,,
高山當藥,Swertia tozanensis,,,,,
燈台樹,Swida controversa,,,,,
梜木,Swida macrophylla,,,,,
大葉桃花心木,Swietenia macrophylla,,,,,
桃花心木,Swietenia mahogoni,,,,,
水絲梨,Sycopsis sinensis,,,,,
康復力,Symphytum officinale,,,,,
大里力灰木,Symplocos acuminata,,,,,
阿里山灰木,Symplocos arisanensis,,,,,
尾葉灰木,Symplocos caudata,,,,,
灰木,Symplocos chinensis,,,,,
銹葉灰木,Symplocos cochinchinensis var. cochinchinensis,,,,,
蘭嶼銹葉灰木,Symplocos cochinchinensis var. philippinensis,,,,,
楊桐葉灰木;山茶葉灰木,Symplocos congesta,,,,,
小泉氏灰木,Symplocos decora,,,,,
薄葉灰木,Symplocos eriostroma,,,,,
臺灣灰木,Symplocos formosana,,,,,
山羊耳,Symplocos glauca,,,,,
大葉灰木,Symplocos grandis,,,,,
平遮那灰木,Symplocos heishanensis,,,,,
瑞岩灰木,Symplocos juiyenensis,,,,,
,Symplocos kawakamii,,,,,
小西氏灰木,Symplocos konishii,,,,,
恆春灰木,Symplocos koshunensis,,,,,
,Symplocos lucida,,,,,
大花灰木,Symplocos macrostroma,,,,,
擬日本灰木,Symplocos migoi,,,,,
小葉白筆,Symplocos modesta,,,,,
玉山灰木,Symplocos morrisonicola,,,,,
能高山灰木,Symplocos nokoensis,,,,,
佐佐木氏灰木,Symplocos sasakii,,,,,
四川灰木,Symplocos setchuensis,,,,,
希蘭灰木,Symplocos shilanensis,,,,,
南嶺灰木,Symplocos sonoharae var. sonoharae,,,,,
枇杷葉灰木,Symplocos stellaris,,,,,
山豬肝,Symplocos theophrastifolia,,,,,
褐毛灰木,Symplocos trichoclada,,,,,
月桂葉灰木,Symplocos wikstroemiifolia,,,,,
金腰箭,Synedrella nodiflora,,,,,
臺灣破傘菊,Syneilesis intermedia,,,,,
高山破傘菊,Syneilesis subglabrata,,,,,
合果芋,Syngonium podophyllum,,,,,
絨葉合果芋,Syngonium wendlandii,,,,,
假葉下珠;艾堇,Synostemon bacciformis,,,,,
變味果;神秘果,Synsepalum dulcificum,,,,,
小葉赤楠,Syzygium buxifolium,,,,,
堇寶蓮,Syzygium cumini,,,,,
密脈赤楠,Syzygium densinervium var. insulare,,,,,
,Syzygium elliptifolium,,,,,
細脈赤楠,Syzygium euphlebium,,,,,
臺灣赤楠,Syzygium formosanum,,,,,
紅鱗蒲桃,Syzygium hancei,,,,,
蒲桃,Syzygium jambos,,,,,
高士佛赤楠,Syzygium kusukusense,,,,,
馬來蓮霧,Syzygium malaccense,,,,,
疏脈赤楠,Syzygium paucivenium,,,,,
蓮霧,Syzygium samarangense,,,,,
蘭嶼赤楠,Syzygium simile,,,,,
澳洲赤楠,Syzygium smithii,,,,,
臺灣捧花蒲桃,Syzygium taiwanicum,,,,,
大花赤楠,Syzygium tripinnatum,,,,,
蟾蜍樹,Tabernaemontana elegans,,,,,
